name,highway,mid_lat,mid_lon,elevation_m,drainage_dist_km,infra_risk,infra_risk_score
['Mahatma Gandhi Road'],['primary'],19.352952031823445,72.81249945500727,8.0,0.14426010223726857,High,69.8
['Papdy Road'],['primary'],19.35395855,72.81279144999999,8.0,0.027930283327169247,High,71.6
,['residential'],19.35388125,72.81283785,8.0,0.034805483982829975,High,71.5
,['residential'],19.3559527,72.81155054999999,3.0,0.008900956008222343,High,89.4
,['residential'],19.356493396443234,72.8107338282144,3.0,0.11162484821267449,High,87.8
['Bassein Road'],['primary'],19.35614086726059,72.81154018811351,3.0,0.014386925663737709,High,89.3
['Bassein Road'],['tertiary'],19.33543725,72.80808594999999,2.0,0.780850062579261,High,81.3
['Bassein Road'],['tertiary'],19.335557831738093,72.80834944652806,2.0,0.8089865196244689,High,80.9
['Bassein Road'],['tertiary'],19.33543725,72.80808594999999,2.0,0.780850062579261,High,81.3
['Killa Road'],['residential'],19.335271983472005,72.80811271635494,2.0,0.7678355630647348,High,81.5
['Killa Road'],['tertiary'],19.33580903394825,72.80779701557968,2.0,0.7970892375636595,High,81.0
,['residential'],19.3295863442745,72.81209886485323,12.0,0.27028899010437196,Medium,53.9
,['tertiary'],19.3855159,72.8239044,2.0,0.8927261691371305,High,79.6
,['tertiary'],19.385407100000002,72.82381995,2.0,0.9079807293192345,High,79.4
,['tertiary'],19.3830878,72.82511224999999,9.0,0.9276081320826011,Medium,54.6
['60 Feet Road'],['residential'],19.3832814,72.8253629,9.0,0.9266172058257058,Medium,54.6
,['tertiary'],19.38385391772069,72.82471157880313,8.0,0.9515398975125988,Medium,57.7
['60 Feet Road'],['residential'],19.3817178,72.8231516,8.0,0.6991028912803388,High,61.5
['60 Feet Road'],['residential'],19.3816371,72.82303855,8.0,0.6848755110513681,High,61.7
['DG Nagar Road'],['residential'],19.38102047137915,72.82372514728316,8.0,0.6740342919369092,High,61.9
,['residential'],19.38588625,72.82462745000001,2.0,0.8149287909791193,High,80.8
,['tertiary'],19.386036150000002,72.82478705,2.0,0.7915772838014258,High,81.1
,['residential'],19.383823399999997,72.82584919999998,9.0,0.847584917373902,Medium,55.8
['60 Feet Road'],['residential'],19.3836504,72.825991,9.0,0.8462585309323393,Medium,55.8
,['tertiary'],19.379292605519836,72.8243150124763,8.0,0.5779968663256846,High,63.3
,['tertiary'],19.378639755339762,72.82384209819242,8.0,0.513212274260543,High,64.3
['60 Feet Road'],['residential'],19.379981123188408,72.8229213315999,8.0,0.5283601579972784,High,64.1
,['residential'],19.37848196020572,72.82466647987279,8.0,0.4822575024128863,High,64.8
,['residential'],19.38167575,72.82546525000001,9.0,0.7660820079570438,Medium,57.0
,['tertiary'],19.38228674981768,72.82529414129048,9.0,0.8365113961924288,Medium,56.0
,['tertiary'],19.38111738210485,72.8251815596669,9.0,0.7161757838574664,Medium,57.8
,['residential'],19.38854955,72.8251976,9.0,0.5377764345291458,High,60.4
['8 Miles'],['unclassified'],19.38879855,72.82525385,9.0,0.513096564393938,High,60.8
['8 Miles'],['unclassified'],19.388818849400906,72.8248814636448,2.0,0.5405332213365247,High,84.9
['Ambadi Road'],['residential'],19.38874985,72.82646665,9.0,0.4374929245726407,High,61.9
,['primary'],19.388749800000003,72.82657090000001,9.0,0.43193364777098914,High,62.0
['Vasai Flyover'],['primary'],19.391258722582126,72.82820984315454,9.0,0.1048297398319514,High,66.9
,['residential'],19.38777978619969,72.82304398430131,2.0,0.7698238141017537,High,81.5
,['residential'],19.389528902388847,72.82339861309703,2.0,0.624733471375662,High,83.6
['8 Miles'],['unclassified'],19.388946735134525,72.82294323560679,2.0,0.7015857623213082,High,82.5
['8 Miles'],['unclassified'],19.388904730238586,72.82345929746315,2.0,0.6568178447834206,High,83.1
['Veer Savarkar Road'],['primary'],19.459656878062926,72.81337462351811,11.0,0.33691436166816313,Medium,56.4
['Veer Savarkar Road'],['primary'],19.459026550248907,72.81259287661968,11.0,0.27664881381637574,Medium,57.4
['Virar Flyover'],['secondary'],19.45873282768862,72.81118560264676,11.0,0.17594312034147627,Medium,58.9
['Veer Savarkar Road'],['primary'],19.460179545377585,72.81388675471611,11.0,0.40074274310315516,Medium,55.5
['Veer Savarkar Road'],['primary'],19.459656878062923,72.81337462351811,11.0,0.33691436166776906,Medium,56.4
,['residential'],19.460125065852708,72.81341970869627,11.0,0.3822811455185729,Medium,55.8
['Jivdani Road'],['secondary'],19.459625816016807,72.81411037366784,11.0,0.3462561362730892,Medium,56.3
['Veer Savarkar Road'],['primary'],19.46580675,72.81532095,28.0,0.8594195850549764,Low,17.1
['Veer Savarkar Road'],['primary'],19.46553845,72.81523095,28.0,0.8311137719213997,Low,17.5
,['residential'],19.465957005647887,72.81489112258716,3.0,0.8397094518734369,High,76.9
['Veer Savarkar Road'],['primary'],19.4718581,72.82023939999999,28.0,1.4424377352248487,Low,8.4
['Veer Savarkar Road'],['primary'],19.472618937338346,72.82161899824558,28.0,1.5564453410075165,Low,6.7
,['residential'],19.472688694426317,72.82010069230546,28.0,1.3944418952527604,Low,9.1
['Chandansar Road'],['primary'],19.47042925,72.8371124,7.0,1.5319765689150378,Medium,52.5
,['residential'],19.470325449999997,72.83747890000001,7.0,1.5311633118087729,Medium,52.5
,['residential'],19.46940880884066,72.83777927203464,7.0,1.443248385071968,Medium,53.9
,['residential'],19.470379519737833,72.84277124664845,7.0,1.7855296723362406,Medium,48.7
['Chandansar Road'],['primary'],19.46963040388029,72.84272519995206,7.0,1.7142039438608674,Medium,49.8
,['primary'],19.46968020008724,72.84356621421676,7.0,1.774212620689604,Medium,48.9
['Chandansar Road'],['primary'],19.470059587731907,72.83811303903657,7.0,1.5234219337763928,Medium,52.6
,['residential'],19.469771701634418,72.83875581388564,7.0,1.5175489327742804,Medium,52.7
['Manvel Pada'],['primary'],19.45640085,72.8121553,11.0,0.07172972850947372,High,60.4
,['residential'],19.45674427697077,72.81242324011247,11.0,0.06124378454560266,High,60.6
,['tertiary'],19.456550247593835,72.81238889763485,11.0,0.05262482525655032,High,60.7
['Manvel Pada'],['primary'],19.456935222900135,72.8119393090855,11.0,0.11689970927860743,Medium,59.7
,['tertiary'],19.456517650000002,72.81270565,11.0,0.021225299651750643,High,61.2
['Phool Pada Road'],['tertiary'],19.456309208739615,72.81249362654786,11.0,0.032898197293620826,High,61.0
['Phool Pada Road'],['tertiary'],19.45674345136026,72.8130083460163,11.0,0.020399725706299485,High,61.2
['Manvel Pada'],['primary'],19.45640085,72.8121553,11.0,0.07172972850947372,High,60.4
['Phool Pada Road'],['tertiary'],19.456309208739615,72.81249362654785,11.0,0.03289819729511463,High,61.0
['Manvel Pada'],['primary'],19.45572192760275,72.81237161258485,11.0,0.03896333285552212,High,60.9
['Phool Pada Road'],['tertiary'],19.455938829471666,72.8156255562634,23.0,0.20982983567361232,Low,26.9
['Phool Pada Road'],['tertiary'],19.455698212604187,72.81660113255698,23.0,0.28602996040230677,Low,25.7
,['residential'],19.45534790350573,72.81566920970972,23.0,0.17797690981736064,Low,27.3
,['residential'],19.455874496287805,72.81647024614007,23.0,0.2843114347121362,Low,25.7
['Phool Pada Road'],['tertiary'],19.45629625,72.81445579999999,11.0,0.08125773512658598,High,60.3
['Phool Pada Road'],['tertiary'],19.4566079818315,72.81402078368129,11.0,0.045236580645782544,High,60.8
,['residential'],19.455838050182802,72.81367234121853,11.0,0.003987913643338938,High,61.4
['Phool Pada Road'],['tertiary'],19.45691047078521,72.81340980935468,11.0,0.03500058486228246,High,61.0
['Phool Pada Road'],['tertiary'],19.456866439425287,72.81362403748562,11.0,0.036466596415786055,High,61.0
,['residential'],19.457112055712496,72.81360105248544,11.0,0.06212793429727374,High,60.6
['Manvel Pada'],['primary'],19.451844841321876,72.81300019889221,8.0,0.1764525263148391,High,69.4
['Manvel Pada'],['primary'],19.450409035003027,72.81347966291436,8.0,0.018042354984815896,High,71.7
,['residential'],19.450931358887793,72.81341816734023,8.0,0.06497627076429406,High,71.0
,['residential'],19.451527484915925,72.81376324966959,8.0,0.12657004852744144,High,70.1
,['residential'],19.45174705462249,72.8132108374441,8.0,0.15801237791517175,High,69.6
,['residential'],19.45093135888779,72.81341816734026,8.0,0.06497627076272795,High,71.0
['Bangli Road'],['secondary'],19.362234531702256,72.79697433660029,12.0,0.09706470277704594,Medium,56.5
['Satpala - Wagholi Road'],['secondary'],19.362716445197773,72.79787901513946,12.0,0.004936003870264698,Medium,57.9
['Giriz - Nirmal Road'],['secondary'],19.363905652632415,72.79718935213216,12.0,0.15730075702562976,Medium,55.6
['Giriz - Nirmal Road'],['secondary'],19.3665065,72.7961947,14.0,0.465203644419639,Medium,44.0
,['residential'],19.364877942985185,72.79773993506785,12.0,0.24472667993300973,Medium,54.3
['Giriz - Nirmal Road'],['secondary'],19.365735101975506,72.79619128924293,14.0,0.3886108709964065,Medium,45.2
['Giriz - Nirmal Road'],['secondary'],19.37464345,72.79005995,13.0,0.12431987342172918,Medium,52.6
['Giriz - Nirmal Road'],['secondary'],19.374523850000003,72.78998085,13.0,0.13961745666081873,Medium,52.4
,['tertiary'],19.374132242119725,72.79073377198277,13.0,0.16396452471038,Medium,52.0
,['residential'],19.3707047,72.81612595,11.0,0.14079506071173364,Medium,59.4
,['tertiary'],19.370743400000002,72.81545815,11.0,0.15524276794591746,Medium,59.2
,['tertiary'],19.3705954,72.81753105,11.0,0.17800097615967556,Medium,58.8
['Bhabola Chulna Road'],['tertiary'],19.37102163166107,72.81733817668433,11.0,0.20226696988314433,Medium,58.5
,['residential'],19.371137165187502,72.81782417522345,11.0,0.24431971240994907,Medium,57.8
,['tertiary'],19.369602450000002,72.81795825,11.0,0.1480946860352258,Medium,59.3
,['tertiary'],19.370008633555535,72.81780920447497,11.0,0.15878991239190374,Medium,59.1
,['residential'],19.369346788902973,72.81784764952393,11.0,0.1266701573923703,Medium,59.6
,['residential'],19.36915855,72.817612,11.0,0.09674263967179503,High,60.0
,['residential'],19.369346788902973,72.81784764952393,11.0,0.1266701573923703,Medium,59.6
,['residential'],19.36854752410536,72.81731147534151,11.0,0.07103810845975721,High,60.4
['Bhabola Chulna Road'],['tertiary'],19.37730158729056,72.81475163597602,5.0,0.5500622688278953,High,74.2
['Chulna Road'],['tertiary'],19.377763966621323,72.8161202370059,8.0,0.41851739086175704,High,65.7
"[""St. Micheal's Church Road""]",['tertiary'],19.378195904890486,72.81348411133872,5.0,0.6332395506970782,High,73.0
['Chulna Road'],['tertiary'],19.376493404867006,72.82136767658446,8.0,0.16077566181185912,High,69.6
['Chulna Road'],['tertiary'],19.376832772254005,72.81962989608938,8.0,0.04712517750069698,High,71.3
,['residential'],19.377426236062725,72.82048215173162,8.0,0.13811663588635184,High,69.9
['Chulna Road'],['tertiary'],19.37600725,72.82297209999999,8.0,0.3307860552630154,High,67.0
['Chulna Road'],['tertiary'],19.376149003056224,72.8224425260445,8.0,0.27265624777795444,High,67.9
,['residential'],19.37528599344768,72.82368413266242,8.0,0.3981280753911858,High,66.0
['Umelman - Naigon Station Road'],['tertiary'],19.3757427,72.8258084,9.0,0.18314938815323778,High,65.8
['Chulna Road'],['tertiary'],19.37588783842949,72.82557758405153,9.0,0.21326253999334513,High,65.3
['Bassein Road'],['primary'],19.376919485401444,72.82657123864686,9.0,0.2254828793385278,High,65.1
['fatima mata church road'],['residential'],19.378385,72.81203479999999,5.0,0.4886961758808241,High,75.2
"[""St. Micheal's Church Road""]",['tertiary'],19.378195904890497,72.81348411133875,5.0,0.633239550699178,High,73.0
"[""St. Micheal's Church Road""]",['tertiary'],19.378865908115237,72.8117654216733,5.0,0.4326925206711148,High,76.0
,['residential'],19.457569,72.81371595,11.0,0.11442023296168798,Medium,59.8
,['residential'],19.457513326490936,72.81432822923779,11.0,0.13829090582740522,Medium,59.4
,['residential'],19.457112055712493,72.81360105248544,11.0,0.062127934296892964,High,60.6
,['residential'],19.4587894,72.81514925,23.0,0.30622743857793233,Low,25.4
['Varad Vinayak Lane'],['residential'],19.45915007169966,72.81479004496255,11.0,0.320359284515716,Medium,56.7
['Varad Vinayak Lane'],['residential'],19.458623051695618,72.8148781001732,11.0,0.27401061226796525,Medium,57.4
['Varad Vinayak Lane'],['residential'],19.45915007169966,72.81479004496255,11.0,0.320359284515716,Medium,56.7
['Jivdani Road'],['secondary'],19.459648346074296,72.81543272142295,23.0,0.4031395932804133,Low,24.0
['Jivdani Road'],['secondary'],19.459625816016807,72.81411037366784,11.0,0.3462561362730892,Medium,56.3
,['residential'],19.42571675,72.78135585,11.0,1.2330953140076897,Medium,43.0
['Giriz - Nirmal Road'],['tertiary'],19.42628424574469,72.78210597811464,11.0,1.3303389772139091,Medium,41.5
['Giriz - Nirmal Road'],['tertiary'],19.4251648644177,72.78194597298153,11.0,1.2500198087028787,Medium,42.7
,['residential'],19.451970449999997,72.77615035,5.0,1.0374566252930524,High,66.9
['Chalpeth Road'],['tertiary'],19.451937,72.77658135,5.0,1.0387311337199905,High,66.9
['Chalpeth Road'],['tertiary'],19.452885344084777,72.7764055767023,5.0,0.9869944107265166,High,67.7
['Satpala - Wagholi Road'],['tertiary'],19.428058749999998,72.78326835,11.0,1.1588154081616662,Medium,44.1
['Giriz - Nirmal Road'],['tertiary'],19.42866018375607,72.78271381138715,11.0,1.210669977847817,Medium,43.3
['Giriz - Nirmal Road'],['tertiary'],19.427946977166464,72.78277069229905,11.0,1.2153584436886076,Medium,43.3
,['secondary'],19.462313393295386,72.7735677577655,9.0,0.24910299019407695,High,64.8
,['secondary'],19.461316973927907,72.77309587052369,9.0,0.3491369142057643,High,63.3
,['residential'],19.46156686581688,72.77374555714466,9.0,0.2751140014553506,High,64.4
,['residential'],19.455658399999997,72.77331805,9.0,0.5722064450706545,Medium,59.9
,['tertiary'],19.455838192585535,72.77323925364081,9.0,0.5581806178324624,High,60.1
,['tertiary'],19.45569341822,72.7740459966251,9.0,0.6488151595307101,Medium,58.8
,['secondary'],19.462765349999998,72.77366315,9.0,0.2245255260927314,High,65.1
,['secondary'],19.462313393295386,72.7735677577655,9.0,0.24910299019407695,High,64.8
,['residential'],19.462679378479866,72.77247654227841,9.0,0.3559674424236634,High,63.2
['Navapur-Umbergothan Rd'],['tertiary'],19.44873225,72.7695295,11.0,0.7406723221825523,Medium,50.4
['Navapur-Umbergothan Rd'],['tertiary'],19.447798768991287,72.77150300035478,11.0,0.7042551592965448,Medium,50.9
,['residential'],19.450615682890746,72.77130602420361,11.0,0.7977350912025982,Medium,49.5
['Nalla National Road'],['tertiary'],19.44213737672705,72.78307750793033,11.0,0.8082186522359935,Medium,49.4
['Navapur-Umbergothan Road'],['tertiary'],19.444320900735605,72.78222698255428,11.0,0.8247789385544945,Medium,49.1
['Navapur-Umbergothan Road'],['tertiary'],19.443102236038403,72.78555466393777,3.0,0.5432758439861982,High,81.4
['Navapur-Umbergothan Rd'],['tertiary'],19.447082645813726,72.7758513233133,5.0,0.9596973682026302,High,68.1
['Chalpeth Road'],['tertiary'],19.445376694474895,72.77732194023498,5.0,1.0050443688848831,High,67.4
['Chalpeth Road'],['tertiary'],19.448228819679855,72.77777791958412,5.0,1.09164340723183,High,66.1
['Navapur-Umbergothan Road'],['tertiary'],19.446002026425568,72.77979373118048,5.0,0.98374632623646,High,67.7
['Bolinj Sopara Rd'],['secondary'],19.43983725,72.79635145,4.0,0.533960903458129,High,78.0
['Bolinj Nanbhat Rd'],['tertiary'],19.43986405,72.7960652,4.0,0.5023680550911278,High,78.5
['Bolinj Sopara Rd'],['secondary'],19.440503937457496,72.79577166143798,4.0,0.47339124474349215,High,78.9
,['residential'],19.427960900000002,72.7774383,11.0,0.8447382791468705,Medium,48.8
,['residential'],19.430770767430314,72.77615735288757,11.0,0.6428116251819064,Medium,51.9
,['residential'],19.42868626437554,72.77763883936981,11.0,0.8525671540954444,Medium,48.7
['Bolinj Sopara Road'],['tertiary'],19.4173634,72.7986989,8.0,0.036861176417596994,High,71.4
['Bolinj Sopara Road'],['secondary'],19.41828135,72.7985206,8.0,0.11946744014469753,High,70.2
['Bolinj Sopara Road'],['secondary'],19.41753865,72.79884190000001,8.0,0.03270603133198452,High,71.5
,['residential'],19.421988205045707,72.79699918591274,8.0,0.5631451641436883,High,63.6
['Bolinj Sopara Road'],['secondary'],19.421691941205673,72.79808186167307,8.0,0.49342168444923024,High,64.6
['Bolinj Sopara Road'],['secondary'],19.423025430884255,72.79774161517504,8.0,0.6461467025325539,High,62.3
,['tertiary'],19.41429255,72.79914869999999,9.0,0.1940469777385851,High,65.6
['Gass Road'],['secondary'],19.414104381414408,72.79923330029678,9.0,0.21341089742508187,High,65.3
['Station Road'],['secondary'],19.41466538122676,72.79968293008552,9.0,0.15145828773207548,High,66.2
,['tertiary'],19.4327367,72.77453679999999,2.0,0.4766210546340796,High,85.9
,['residential'],19.430770767430314,72.77615735288757,11.0,0.6428116251819064,Medium,51.9
,['tertiary'],19.433366263445254,72.77586653461282,11.0,0.6317803203420024,Medium,52.0
,['tertiary'],19.4309419494557,72.76384844199482,8.0,0.6360096013650507,High,62.5
['Kalamb Beach Road'],['secondary'],19.42938809891311,72.76265247017542,8.0,0.7184328623846803,High,61.2
['Kalamb Beach Road'],['secondary'],19.432384311947636,72.76229096577485,8.0,0.7794375603254609,High,60.3
['Kalamb Beach Road'],['secondary'],19.402645045261043,72.77904834079979,12.0,0.07000289630017736,Medium,56.9
['Kalamb Beach Road'],['secondary'],19.40236168146577,72.7782711649057,12.0,0.027765459028306776,Medium,57.6
,['residential'],19.402903605603285,72.7786609001597,12.0,0.08396102856102686,Medium,56.7
,['secondary'],19.45915975812787,72.7719135922168,9.0,0.4272202187511762,High,62.1
,['tertiary'],19.45728532344992,72.77231343946175,9.0,0.43511865239621894,High,62.0
['Agashi Rd'],['residential'],19.45843024993585,72.7733261973385,9.0,0.5574583279772699,High,60.1
['Agashi Rd'],['secondary'],19.458142977283185,72.77060293999087,9.0,0.25416659719471724,High,64.7
,['residential'],19.46436315,72.77433575,9.0,0.16865998086201023,High,66.0
,['residential'],19.463972811742167,72.77412610573147,9.0,0.17254654983075793,High,65.9
,['residential'],19.463744619381657,72.77513740480923,3.0,0.05787438854106726,High,88.6
,['residential'],19.458184600000003,72.76155895,7.0,0.07374772274454017,High,74.4
['Agashi Rd'],['secondary'],19.45843830112803,72.76108683652289,7.0,0.025286490915745218,High,75.1
['Agashi Rd'],['secondary'],19.458588142669974,72.76173897432125,7.0,0.0689753038856358,High,74.5
['Agashi Rd'],['secondary'],19.458396095416518,72.7605011147122,7.0,0.04578550779607171,High,74.8
['Agashi Rd'],['secondary'],19.458438301128034,72.76108683652289,7.0,0.025286490915368002,High,75.1
['Agashi Road'],['tertiary'],19.449886900000003,72.80450554999999,9.0,0.010895109796050203,High,68.3
['Bypass Road'],['secondary'],19.449695050000003,72.80432364999997,9.0,0.0373291058975063,High,67.9
['Bypass Road'],['secondary'],19.449948050000003,72.80430525,9.0,0.02927249511509002,High,68.1
,['primary'],19.4586482568536,72.81211945949816,11.0,0.2536148499441695,Medium,57.7
['Manvel Pada'],['primary'],19.45779144869754,72.8118588638844,11.0,0.18805517728326338,Medium,58.7
['Agashi Rd'],['secondary'],19.4459662,72.7887897,3.0,0.0978443391592222,High,88.0
['Station Rd'],['secondary'],19.44564281244714,72.78995706530752,3.0,0.06750159053277349,High,88.5
,['tertiary'],19.444926668763788,72.7893281918629,3.0,0.11551931604711935,High,87.8
['Ram Mandir Road'],['secondary'],19.457853200000002,72.8043453,5.0,0.5392855680739275,High,74.4
['Viva College Road'],['secondary'],19.4577072,72.80437325,5.0,0.5233663403851249,High,74.6
,['residential'],19.455109999999998,72.8036623,5.0,0.23348832691669733,High,79.0
['Ram Mandir Road'],['secondary'],19.45543675,72.80368784999999,5.0,0.26953506986282033,High,78.5
,['residential'],19.45509396964789,72.80318823909847,5.0,0.24107819862101007,High,78.9
,['secondary'],19.462986649999998,72.77591435,3.0,0.015719418892544548,High,89.3
,['residential'],19.4637214099893,72.77641468634334,3.0,0.035957291109661754,High,89.0
['Agashi Rd'],['secondary'],19.46282905276288,72.77733781175017,3.0,0.13833419541090164,High,87.4
['Chalpeth Road'],['tertiary'],19.462060189897233,72.77639735785297,3.0,0.12023293898012412,High,87.7
['Bypass Road'],['secondary'],19.453520249999997,72.80377525,9.0,0.05658540108156646,High,67.7
['Byepass Rd'],['secondary'],19.454442693922488,72.80359320328806,9.0,0.1606032445826804,High,66.1
,['residential'],19.4451294,72.79899565,9.0,0.11533563216628388,High,66.8
