date,precipitation_mm,rain_mm,latitude,longitude,elevation_m,building_count,drainage_dist_km,flood_risk,flood_risk_score,is_known_flood_event
2019-03-17,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-18,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-19,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-20,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-21,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-22,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-23,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-24,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-25,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-26,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-27,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-28,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-29,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-30,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-03-31,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-01,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-02,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-03,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-04,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-05,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-06,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-07,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-08,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-09,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-10,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-11,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-12,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-13,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-14,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-15,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-16,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-17,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-18,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-19,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-20,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-21,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-22,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-23,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-24,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-25,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-26,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-27,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-28,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-29,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-04-30,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-01,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-02,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-03,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-04,0.2,0.2,19.3,72.76,0.0,0,2.721677357241117,Low,25.1,False
2019-05-05,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-06,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-07,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-08,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-09,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-10,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-11,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-12,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-13,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-14,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-15,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-16,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-17,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-18,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-19,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-20,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-21,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-22,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-23,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-24,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-25,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-26,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-27,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-28,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-29,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-30,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-05-31,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-06-01,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-06-02,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-06-03,0.2,0.2,19.3,72.76,0.0,0,2.721677357241117,Low,25.1,False
2019-06-04,0.1,0.1,19.3,72.76,0.0,0,2.721677357241117,Low,25.1,False
2019-06-05,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-06-06,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-06-07,0.9,0.9,19.3,72.76,0.0,0,2.721677357241117,Low,25.4,False
2019-06-08,0.3,0.3,19.3,72.76,0.0,0,2.721677357241117,Low,25.1,False
2019-06-09,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-06-10,0.7,0.7,19.3,72.76,0.0,0,2.721677357241117,Low,25.4,False
2019-06-11,0.6,0.6,19.3,72.76,0.0,0,2.721677357241117,Low,25.3,False
2019-06-12,14.0,14.0,19.3,72.76,0.0,0,2.721677357241117,Medium,32.0,False
2019-06-13,9.7,9.7,19.3,72.76,0.0,0,2.721677357241117,Low,29.8,False
2019-06-14,12.3,12.3,19.3,72.76,0.0,0,2.721677357241117,Medium,31.1,False
2019-06-15,11.2,11.2,19.3,72.76,0.0,0,2.721677357241117,Medium,30.6,False
2019-06-16,6.4,6.4,19.3,72.76,0.0,0,2.721677357241117,Low,28.2,False
2019-06-17,5.0,5.0,19.3,72.76,0.0,0,2.721677357241117,Low,27.5,False
2019-06-18,9.4,9.4,19.3,72.76,0.0,0,2.721677357241117,Low,29.7,False
2019-06-19,6.5,6.5,19.3,72.76,0.0,0,2.721677357241117,Low,28.2,False
2019-06-20,2.7,2.7,19.3,72.76,0.0,0,2.721677357241117,Low,26.4,False
2019-06-21,1.5,1.5,19.3,72.76,0.0,0,2.721677357241117,Low,25.8,False
2019-06-22,1.1,1.1,19.3,72.76,0.0,0,2.721677357241117,Low,25.6,False
2019-06-23,0.8,0.8,19.3,72.76,0.0,0,2.721677357241117,Low,25.4,False
2019-06-24,2.6,2.6,19.3,72.76,0.0,0,2.721677357241117,Low,26.3,False
2019-06-25,5.0,5.0,19.3,72.76,0.0,0,2.721677357241117,Low,27.5,False
2019-06-26,8.9,8.9,19.3,72.76,0.0,0,2.721677357241117,Low,29.4,False
2019-06-27,12.2,12.2,19.3,72.76,0.0,0,2.721677357241117,Medium,31.1,False
2019-06-28,52.7,52.7,19.3,72.76,0.0,0,2.721677357241117,Medium,51.4,False
2019-06-29,74.2,74.2,19.3,72.76,0.0,0,2.721677357241117,High,62.1,False
2019-06-30,41.8,41.8,19.3,72.76,0.0,0,2.721677357241117,Medium,45.9,False
2019-07-01,66.7,66.7,19.3,72.76,0.0,0,2.721677357241117,Medium,58.4,False
2019-07-02,50.4,50.4,19.3,72.76,0.0,0,2.721677357241117,Medium,50.2,False
2019-07-03,18.6,18.6,19.3,72.76,0.0,0,2.721677357241117,Medium,34.3,False
2019-07-04,18.2,18.2,19.3,72.76,0.0,0,2.721677357241117,Medium,34.1,False
2019-07-05,16.0,16.0,19.3,72.76,0.0,0,2.721677357241117,Medium,33.0,False
2019-07-06,16.8,16.8,19.3,72.76,0.0,0,2.721677357241117,Medium,33.4,False
2019-07-07,19.6,19.6,19.3,72.76,0.0,0,2.721677357241117,Medium,34.8,False
2019-07-08,12.9,12.9,19.3,72.76,0.0,0,2.721677357241117,Medium,31.4,False
2019-07-09,10.0,10.0,19.3,72.76,0.0,0,2.721677357241117,Medium,30.0,False
2019-07-10,24.8,24.8,19.3,72.76,0.0,0,2.721677357241117,Medium,37.4,False
2019-07-11,12.7,12.7,19.3,72.76,0.0,0,2.721677357241117,Medium,31.3,False
2019-07-12,6.2,6.2,19.3,72.76,0.0,0,2.721677357241117,Low,28.1,False
2019-07-13,5.6,5.6,19.3,72.76,0.0,0,2.721677357241117,Low,27.8,False
2019-07-14,4.7,4.7,19.3,72.76,0.0,0,2.721677357241117,Low,27.4,False
2019-07-15,3.0,3.0,19.3,72.76,0.0,0,2.721677357241117,Low,26.5,False
2019-07-16,5.4,5.4,19.3,72.76,0.0,0,2.721677357241117,Low,27.7,False
2019-07-17,5.3,5.3,19.3,72.76,0.0,0,2.721677357241117,Low,27.6,False
2019-07-18,3.0,3.0,19.3,72.76,0.0,0,2.721677357241117,Low,26.5,False
2019-07-19,1.5,1.5,19.3,72.76,0.0,0,2.721677357241117,Low,25.8,False
2019-07-20,15.8,15.8,19.3,72.76,0.0,0,2.721677357241117,Medium,32.9,False
2019-07-21,26.7,26.7,19.3,72.76,0.0,0,2.721677357241117,Medium,38.4,False
2019-07-22,4.2,4.2,19.3,72.76,0.0,0,2.721677357241117,Low,27.1,False
2019-07-23,11.0,11.0,19.3,72.76,0.0,0,2.721677357241117,Medium,30.5,False
2019-07-24,112.3,112.3,19.3,72.76,0.0,0,2.721677357241117,High,81.2,False
2019-07-25,18.3,18.3,19.3,72.76,0.0,0,2.721677357241117,Medium,34.1,False
2019-07-26,17.7,17.7,19.3,72.76,0.0,0,2.721677357241117,Medium,33.9,False
2019-07-27,31.2,31.2,19.3,72.76,0.0,0,2.721677357241117,Medium,40.6,False
2019-07-28,7.9,7.9,19.3,72.76,0.0,0,2.721677357241117,Low,28.9,False
2019-07-29,28.5,28.5,19.3,72.76,0.0,0,2.721677357241117,Medium,39.2,False
2019-07-30,61.8,61.8,19.3,72.76,0.0,0,2.721677357241117,Medium,55.9,False
2019-07-31,26.7,26.7,19.3,72.76,0.0,0,2.721677357241117,Medium,38.4,False
2019-08-01,14.7,14.7,19.3,72.76,0.0,0,2.721677357241117,Medium,32.4,False
2019-08-02,27.5,27.5,19.3,72.76,0.0,0,2.721677357241117,Medium,38.8,False
2019-08-03,97.9,97.9,19.3,72.76,0.0,0,2.721677357241117,High,74.0,False
2019-08-04,129.2,129.2,19.3,72.76,0.0,0,2.721677357241117,High,85.0,False
2019-08-05,39.8,39.8,19.3,72.76,0.0,0,2.721677357241117,Medium,44.9,False
2019-08-06,27.3,27.3,19.3,72.76,0.0,0,2.721677357241117,Medium,38.6,False
2019-08-07,12.5,12.5,19.3,72.76,0.0,0,2.721677357241117,Medium,31.2,False
2019-08-08,11.0,11.0,19.3,72.76,0.0,0,2.721677357241117,Medium,30.5,False
2019-08-09,10.0,10.0,19.3,72.76,0.0,0,2.721677357241117,Medium,30.0,False
2019-08-10,7.5,7.5,19.3,72.76,0.0,0,2.721677357241117,Low,28.8,False
2019-08-11,10.3,10.3,19.3,72.76,0.0,0,2.721677357241117,Medium,30.1,False
2019-08-12,4.1,4.1,19.3,72.76,0.0,0,2.721677357241117,Low,27.1,False
2019-08-13,3.1,3.1,19.3,72.76,0.0,0,2.721677357241117,Low,26.6,False
2019-08-14,5.7,5.7,19.3,72.76,0.0,0,2.721677357241117,Low,27.9,False
2019-08-15,7.8,7.8,19.3,72.76,0.0,0,2.721677357241117,Low,28.9,False
2019-08-16,6.6,6.6,19.3,72.76,0.0,0,2.721677357241117,Low,28.3,False
2019-08-17,3.0,3.0,19.3,72.76,0.0,0,2.721677357241117,Low,26.5,False
2019-08-18,2.8,2.8,19.3,72.76,0.0,0,2.721677357241117,Low,26.4,False
2019-08-19,3.6,3.6,19.3,72.76,0.0,0,2.721677357241117,Low,26.8,False
2019-08-20,2.6,2.6,19.3,72.76,0.0,0,2.721677357241117,Low,26.3,False
2019-08-21,4.0,4.0,19.3,72.76,0.0,0,2.721677357241117,Low,27.0,False
2019-08-22,3.6,3.6,19.3,72.76,0.0,0,2.721677357241117,Low,26.8,False
2019-08-23,3.5,3.5,19.3,72.76,0.0,0,2.721677357241117,Low,26.8,False
2019-08-24,7.0,7.0,19.3,72.76,0.0,0,2.721677357241117,Low,28.5,False
2019-08-25,5.2,5.2,19.3,72.76,0.0,0,2.721677357241117,Low,27.6,False
2019-08-26,3.6,3.6,19.3,72.76,0.0,0,2.721677357241117,Low,26.8,False
2019-08-27,4.4,4.4,19.3,72.76,0.0,0,2.721677357241117,Low,27.2,False
2019-08-28,6.3,6.3,19.3,72.76,0.0,0,2.721677357241117,Low,28.1,False
2019-08-29,6.3,6.3,19.3,72.76,0.0,0,2.721677357241117,Low,28.1,False
2019-08-30,9.2,9.2,19.3,72.76,0.0,0,2.721677357241117,Low,29.6,False
2019-08-31,14.5,14.5,19.3,72.76,0.0,0,2.721677357241117,Medium,32.2,False
2019-09-01,14.6,14.6,19.3,72.76,0.0,0,2.721677357241117,Medium,32.3,False
2019-09-02,8.2,8.2,19.3,72.76,0.0,0,2.721677357241117,Low,29.1,False
2019-09-03,21.5,21.5,19.3,72.76,0.0,0,2.721677357241117,Medium,35.8,False
2019-09-04,112.2,112.2,19.3,72.76,0.0,0,2.721677357241117,High,81.1,False
2019-09-05,22.3,22.3,19.3,72.76,0.0,0,2.721677357241117,Medium,36.1,False
2019-09-06,22.6,22.6,19.3,72.76,0.0,0,2.721677357241117,Medium,36.3,False
2019-09-07,21.6,21.6,19.3,72.76,0.0,0,2.721677357241117,Medium,35.8,False
2019-09-08,33.5,33.5,19.3,72.76,0.0,0,2.721677357241117,Medium,41.8,False
2019-09-09,15.4,15.4,19.3,72.76,0.0,0,2.721677357241117,Medium,32.7,False
2019-09-10,10.9,10.9,19.3,72.76,0.0,0,2.721677357241117,Medium,30.4,False
2019-09-11,7.8,7.8,19.3,72.76,0.0,0,2.721677357241117,Low,28.9,False
2019-09-12,10.4,10.4,19.3,72.76,0.0,0,2.721677357241117,Medium,30.2,False
2019-09-13,25.8,25.8,19.3,72.76,0.0,0,2.721677357241117,Medium,37.9,False
2019-09-14,12.8,12.8,19.3,72.76,0.0,0,2.721677357241117,Medium,31.4,False
2019-09-15,9.0,9.0,19.3,72.76,0.0,0,2.721677357241117,Low,29.5,False
2019-09-16,5.1,5.1,19.3,72.76,0.0,0,2.721677357241117,Low,27.6,False
2019-09-17,4.5,4.5,19.3,72.76,0.0,0,2.721677357241117,Low,27.2,False
2019-09-18,7.6,7.6,19.3,72.76,0.0,0,2.721677357241117,Low,28.8,False
2019-09-19,33.7,33.7,19.3,72.76,0.0,0,2.721677357241117,Medium,41.9,False
2019-09-20,4.0,4.0,19.3,72.76,0.0,0,2.721677357241117,Low,27.0,False
2019-09-21,13.2,13.2,19.3,72.76,0.0,0,2.721677357241117,Medium,31.6,False
2019-09-22,1.2,1.2,19.3,72.76,0.0,0,2.721677357241117,Low,25.6,False
2019-09-23,0.9,0.9,19.3,72.76,0.0,0,2.721677357241117,Low,25.4,False
2019-09-24,0.9,0.9,19.3,72.76,0.0,0,2.721677357241117,Low,25.4,False
2019-09-25,15.6,15.6,19.3,72.76,0.0,0,2.721677357241117,Medium,32.8,False
2019-09-26,29.1,29.1,19.3,72.76,0.0,0,2.721677357241117,Medium,39.5,False
2019-09-27,23.6,23.6,19.3,72.76,0.0,0,2.721677357241117,Medium,36.8,False
2019-09-28,4.8,4.8,19.3,72.76,0.0,0,2.721677357241117,Low,27.4,False
2019-09-29,6.2,6.2,19.3,72.76,0.0,0,2.721677357241117,Low,28.1,False
2019-09-30,6.6,6.6,19.3,72.76,0.0,0,2.721677357241117,Low,28.3,False
2019-10-01,2.5,2.5,19.3,72.76,0.0,0,2.721677357241117,Low,26.2,False
2019-10-02,0.9,0.9,19.3,72.76,0.0,0,2.721677357241117,Low,25.4,False
2019-10-03,0.2,0.2,19.3,72.76,0.0,0,2.721677357241117,Low,25.1,False
2019-10-04,1.3,1.3,19.3,72.76,0.0,0,2.721677357241117,Low,25.6,False
2019-10-05,2.8,2.8,19.3,72.76,0.0,0,2.721677357241117,Low,26.4,False
2019-10-06,1.5,1.5,19.3,72.76,0.0,0,2.721677357241117,Low,25.8,False
2019-10-07,1.0,1.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.5,False
2019-10-08,0.6,0.6,19.3,72.76,0.0,0,2.721677357241117,Low,25.3,False
2019-10-09,1.1,1.1,19.3,72.76,0.0,0,2.721677357241117,Low,25.6,False
2019-10-10,0.5,0.5,19.3,72.76,0.0,0,2.721677357241117,Low,25.2,False
2019-10-11,0.2,0.2,19.3,72.76,0.0,0,2.721677357241117,Low,25.1,False
2019-10-12,2.0,2.0,19.3,72.76,0.0,0,2.721677357241117,Low,26.0,False
2019-10-13,0.4,0.4,19.3,72.76,0.0,0,2.721677357241117,Low,25.2,False
2019-10-14,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-10-15,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-10-16,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-10-17,0.0,0.0,19.3,72.76,0.0,0,2.721677357241117,Low,25.0,False
2019-10-18,0.8,0.8,19.3,72.76,0.0,0,2.721677357241117,Low,25.4,False
2019-10-19,14.3,14.3,19.3,72.76,0.0,0,2.721677357241117,Medium,32.1,False
2019-10-20,23.2,23.2,19.3,72.76,0.0,0,2.721677357241117,Medium,36.6,False
2019-10-21,18.4,18.4,19.3,72.76,0.0,0,2.721677357241117,Medium,34.2,False
2019-10-22,23.5,23.5,19.3,72.76,0.0,0,2.721677357241117,Medium,36.8,False
2019-10-23,62.2,62.2,19.3,72.76,0.0,0,2.721677357241117,Medium,56.1,False
2019-10-24,7.1,7.1,19.3,72.76,0.0,0,2.721677357241117,Low,28.6,False
2019-10-25,6.2,6.2,19.3,72.76,0.0,0,2.721677357241117,Low,28.1,False
2019-10-26,8.8,8.8,19.3,72.76,0.0,0,2.721677357241117,Low,29.4,False
2019-10-27,0.2,0.2,19.3,72.76,0.0,0,2.721677357241117,Low,25.1,False
